Empresas com Registro no SND (*)- Gerado em 20/10/2019 01:42:46

Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
ABMX12    	ABIMEX IMPORTACAO E EXPORTACAO S/A	 UNI	 002	 -	Registrado	BRABMXDBS010	DISPENSA ICVM 476/09	18/10/2018			15/10/2018	15/10/2024		15/10/2024	19/10/2018	19/10/2018	 -	AGE	05/10/2018			Escritural	Quirografária	Simples	100000000			000100000000	000000000000	000000000000			000000000000		000000000000	R$	1	R$	1	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		5.2631	0003	MES	15/04/2020	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,9	252	0003	MES	15/01/2019	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PLANNER TRUSTEE DTVM LTDA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	07121351000108	N		S
ABNB11    	VALID SOLUCOES S/A	 UNI	 001	Não	Excluído	BRVLIDDBS007	CVM/SRE/DEB-2008/015	25/04/2008			20/04/2008	20/04/2013	20/04/2013 - VENCIMENTO 	20/04/2013	20/04/2008	29/04/2008	 -	RCA	28/01/2008	RCA	03/03/2008	Escritural	Quirografária	Simples	18000	1500	0	000000000000	000000000000	000000017741	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	2000	22/04/2013	DI	Integrante de Juros	Padrão - SND		DU		100	0	 - 	 -		20	0006	MES	20/04/2011	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,5	252	0006	MES	20/10/2008	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	33113309000147	N	n	S
ABPR11    	ABAPORU PARTICIPACOES S/A	 001	 001	 -	Registrado	BRABPRDBS007	DISPENSA ICVM 476/09	22/05/2017			20/05/2017	20/05/2021		20/05/2021	24/05/2017	23/05/2017	 -	AGE	04/05/2017			Escritural	Real	Simples	4400			000000004400	000000000000	000000000000			000000000000		000000000000	R$	10000	R$	8863,64	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	1,1	252		DIA	20/05/2019	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	18546405000195	N		S
ABPR21    	ABAPORU PARTICIPACOES S/A	 002	 001	 -	Registrado	BRABPRDBS015	DISPENSA ICVM 476/09	28/07/2017			20/07/2017	20/05/2021		20/05/2021	31/07/2017	31/07/2017	 -	AGE	04/05/2017			Escritural	Real	Simples	4200			000000004200	000000000000	000000000000			000000000000		000000000000	R$	10000	R$	8809,53	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	1,1	252		DIA	20/05/2019	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	18546405000195	N		S
ACDL11    	ASCENTY DATA CENTERS E TELECOMUNICACOES S/A	 UNI	 001	 -	Excluído	BRASCYDBS005	DISPENSA ICVM 476/09	30/10/2013			15/10/2013	15/10/2018	29/09/2014 - RESGATE TOTAL ANTECIPADO	15/10/2018	31/10/2013	31/10/2013	 -	AGE	15/10/2013			Escritural	Quirografária	Simples	20000			000000000000	000000000000	000000020000			000000000000		000000000000	R$	10000	R$	10000	26/09/2014	DI		Padrão - SND		-		100	0	 - 	 -		33.33	0012	MES	15/10/2016	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,95	252	0006	MES	15/04/2014	Útil	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	13743550000142	N	n	S
ACDL12    	ASCENTY DATA CENTERS E TELECOMUNICACOES S/A	 UNI	 002	 -	Excluído	BRASCYDBS013	DISPENSA ICVM 476/09	25/09/2014			22/09/2014	22/09/2019	17/10/2016 - RESGATE TOTAL ANTECIPADO	22/09/2019	26/09/2014	26/09/2014	 -	AGE	08/09/2014			Escritural	Real	Simples	35000			000000000000	000000000000	000000035000			000000000000		000000000000	R$	10000	R$	10000	14/10/2016	DI		Padrão - SND		-		100	0	 - 	 -		33.33	0012	MES	22/09/2017	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,95	252	0006	MES	22/03/2015	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	13743550000142	N	n	S
ACEC11    	ACECO TI S/A	 UNI	 001	 -	Excluído	BRACECDBS001	DISPENSA ICVM 476/09	14/11/2013			11/11/2013	11/11/2016	30/06/2014 - RESGATE TOTAL ANTECIPADO	11/11/2016	11/11/2013	18/11/2013	 -	AGE	04/11/2013			Escritural	Quirografária	Simples	50			000000000000	000000000000	000000000050			000000000000		000000000000	R$	1000000	R$	1000000	27/06/2014	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	1,8	252	0003	MES	11/02/2014	Útil	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BCO SANT. (BR) S/A INC B.ABN AMRO REAL	43209436000106	N	n	S
ACEC14    	ACECO TI S/A	 UNI	 004	 -	Excluído	BRACECDBS019	DISPENSA ICVM 476/09	26/06/2014			23/06/2014	23/06/2021	27/01/2017 - VENCIMENTO ANTECIPADO	23/06/2021	27/06/2014	27/06/2014	 -	AGE	09/06/2014			Escritural	Real	Simples	22000			000000000000	000000000000	000000000000			000000000000		000000000000	R$	10000	R$	9000	26/01/2017	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	Percentual variável sobre o valor nominal de emissão em períodos não uniformes	2,25	252	0012	MES	23/06/2015	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	43209436000106	N	n	S
ACEC15    	ACECO TI S/A	 UNI	 005	 -	Excluído	BRACECDBS027	DISPENSA ICVM 476/09	22/06/2015			23/06/2015	06/09/2016	08/09/2016 - VENCIMENTO	06/09/2016	23/06/2015	23/06/2015	 -	AGE	15/06/2015			Escritural	Real	Simples	3150			000000000000	000000000000	000000003150			000000000000		000000000000	R$	10000	R$	10000	06/09/2016	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	2,25	252			06/09/2016	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	43209436000106	N	n	S
ACEF11    	ACEF S.A.	 UNI	 001	 -	Registrado	BRFCEFDBS003	DISPENSA ICVM 476/09	11/05/2016			09/05/2016	22/12/2021		22/12/2021	09/05/2016	12/05/2016	 -	AGE	19/04/2016			Escritural	Real	Simples	122			000000000122	000000000000	000000000000			000000000000		000000000000	R$	1000000	R$	16589771,98	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		10	0006	MES	22/06/2018	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	2,85	252	0006	MES	22/06/2016	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	46722831000178	N		S
ACEF12    	ACEF S.A.	 UNI	 002	 -	Registrado	BRFCEFDBS029	Dispensa ICVM 476/09	24/09/2018			24/09/2018	24/03/2025		24/03/2025	24/09/2018	24/09/2018	 -	AGE	02/08/2018			Escritural	Quirografária	Simples	3000			000000003000	000000000000	000000000000			000000000000		000000000000	R$	100000	R$	100000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		 - 	0006	MES	24/09/2020	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	1,6	252	0006	MES	24/03/2019	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	46722831000178	N		S
ACES11    	APERAM INOX AMERICA DO SUL S.A.	 001	 001	 -	Excluído	BRACESDBM018	SEP/GER/DCA - 93/001	01/04/1993			01/01/1993	31/12/1995	31/12/1995 - VENCIMENTO	31/12/1995	01/01/1993		 -	AGE	18/02/1993	   		Nominativa	Flutuante	Conversível	57711	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	15200000	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	12% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0	0000	 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	OLIVEIRA TRUST DTVM S/A		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	33390170000189	N	n	
ACES12    	APERAM INOX AMERICA DO SUL S.A.	 001	 002	 -	Excluído	BRACESDBP011	SEP/GER/DCA - 96/012	19/08/1996			01/07/1996	01/07/1999	01/07/1999 - VENCIMENTO	01/07/1999	01/07/1997		 -	AGE	05/07/1996			Nominativa	Flutuante	Conversível	145000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1400	R$	0		ANBID	Integrante de Juros	Não Padrão - SND	00	DC		0	0	 - 	1% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	OLIVEIRA TRUST DTVM S/A		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	33390170000189	N	n	
ACES21    	APERAM INOX AMERICA DO SUL S.A.	 002	 001	 -	Excluído	BRACESDBM026	SEP/GER/DCA - 93/002	01/04/1993			01/01/1993	31/12/1995	31/12/1995 - VENCIMENTO	31/12/1995	01/01/1993		 -	AGE	18/02/1993	   		Escritural	Flutuante	Conversível	413	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	912000000	R$	0		US$ COMERCIAL	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	11% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0	0000	 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	OLIVEIRA TRUST DTVM S/A		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	33390170000189	N	n	
ACMB11    	AGUAS DE CAMBORIU SANEAMENTO SPE S.A.	 UNI	 001	 -	Excluído	BRACMBDBS006	DISPENSA ICVM 476/09	31/01/2017			20/01/2017	20/01/2020	31/10/2017 - RESGATE TOTAL ANTECIPADO	20/01/2020	20/01/2017	01/02/2017	 -	AGE	11/01/2017			Escritural	Quirografária	Simples	3800			000000000000	000000000000	000000003800			000000000000		000000000000	R$	10000	R$	10000	30/10/2017	DI		Padrão - SND		-		100	0	 - 	 -		 - 	0006	MES	20/01/2019	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	2,6	252	0006	MES	20/07/2017	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ABC-BRASIL S/A	23397533000154	N		S
ACSH11    	ANCAR EMPREENDIMENTOS COMERCIAIS S/A	 UNI	 001	Não	Excluído	BRACSHDBS018	SEP/GER/DEB - 96/003	11/01/1996			01/12/1995	01/12/2003	27/12/2006 - CANCELAMENTO	27/12/2006	01/12/1995	12/01/1996	 -	AGE	04/12/1995	AGE	11/12/1995	Nominativa	Real	Simples	2000	0	0	000000000000	000000000000	000000000000	000001108997	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	01/12/2006	IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	12% a.a 360 dias 		0	0000	MES	 - 	 -	Percentual variável sobre o valor nominal atualizado em períodos não uniformes	0							0							0	0029	DIA	10/07/2001	0,006750% DA REC. LIQUIDA DA ANCAR EMPREEND. COM. 							BANKPAR BANCO MÚLTIPLO S/A	OLIVEIRA TRUST DTVM S/A		BANKPAR BANCO MÚLTIPLO S/A	40430571000180	N	n	
ACST14    	APERAM INOX AMERICA DO SUL S.A.	 UNI	 004	Não	Excluído	BRACESDBS015	CVM/SRE/DEB - 99/065	20/12/1999			15/12/1999	15/12/2002	15/12/2002 - VENCIMENTO	15/12/2002	15/12/2001	22/12/1999	 -	AGE	05/11/1999	   		Nominativa	Quirografária	Simples	30000	0	0	000000022088	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	16/12/2002	DI	Integrante de Juros	Padrão - SND	00	DU		110	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0006	MES	15/06/2002	Civil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM S/A	ITAU UNIBANCO S/A	BANCO DO BRASIL S/A	33390170000189	N	n	
ACST15    	APERAM INOX AMERICA DO SUL S.A.	 UNI	 005	Não	Excluído	BRACESDBS023	CVM/SRE/DEB-2002/040	09/12/2002			01/12/2002	01/12/2006	08/12/2005 - CANCELAMENTO	08/12/2005	01/12/2004	13/12/2002	 -	AGE	21/10/2002	RCA	07/11/2002	Escritural	Subordinada	Simples	80000			000000000000	000000000000	000000000000	000000037545	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	10000	08/12/2005	DI	Integrante de Juros	Padrão - SND	00	DU		90	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0012	MES	01/12/2005	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU UNIBANCO S/A	BB BCO DE INVESTIMENTO S/A	33390170000189	N	n	
ADHE11    	ADHER INVESTIMENTOS S/A	 UNI	 001	 -	Excluído	BRADHRDBS000	DISPENSA ICVM 476/09	29/04/2013			15/04/2013	15/04/2018	17/04/2018 - VENCIMENTO	15/04/2018	15/04/2013	30/04/2013	 -	AGE	03/12/2012			Escritural	Real	Simples	7550			000000000000	000000000000				000000000000		000000000000	R$	10000	R$	3659,052296	13/04/2018	IPCA	Correção Monetária	Padrão - SND	15	-		 -	0	 - 	 -		 - 	0012	MES	15/04/2015	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	8,5	252	0001	MES	15/04/2014	Útil	Exponencial						 - 	 -	0		 -									SEM BANCO LIQUIDANTE/MANDATARIO	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	ITAU CV S/A	POSITIVA CTVM S.A.	14040791000198	N	n	S
ADMA11    	ADAMI S.A. - MADEIRAS	 UNI	 001	 -	Excluído	BRADMADBS006	DISPENSA ICVM 476/09	01/04/2015			27/03/2015	27/03/2020	18/07/2018 - RESGATE TOTAL ANTECIPADO	27/03/2020	02/04/2015	02/04/2015	 -	AGE	13/02/2015			Escritural	Real	Simples	15000			000000000000	000000000000	000000012850			000000000000		000000000000	R$	10000	R$	4117,7	17/07/2018	DI		Padrão - SND		-		100	0	 - 	 -		5.8823	0003	MES	27/03/2016	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	4	252	0003	MES	27/06/2015	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	83054478000121	N	n	N
ADMA12    	ADAMI S.A. - MADEIRAS	 UNI	 002	 -	Registrado	BRADMADBS022	DISPENSA ICVM 476/09	13/07/2018			01/06/2018	01/06/2023		01/06/2023	17/07/2018	17/07/2018	 -	AGE	14/05/2018	RCA	14/05/2018	Escritural	Quirografária	Simples	150000			000000150000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	882,354	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		5.8823	0003	MES	01/06/2019	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	4	252	0003	MES	01/09/2018	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	VORTX DTVM LTDA.	ITAU CV S/A	BANCO ITAU-BBA S/A	83054478000121	N		S
ADTV11    	ADUBOS TREVO S/A - GRUPO TREVO	 001	 001	Não	Excluído	BRILMDDBO013	SEP/GER/DCA - 81/017	10/09/1981			01/08/1981	01/08/1987	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV12    	ADUBOS TREVO S/A - GRUPO TREVO	 001	 002	Não	Excluído	BRILMDDBP028	SEP/GER/DCA - 82/023	10/09/1982			01/08/1981	01/07/1990	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV21    	ADUBOS TREVO S/A - GRUPO TREVO	 002	 001	Não	Excluído	BRILMDDBO021	SEP/GER/DCA - 81/017	10/09/1981			01/08/1981	01/08/1987	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV22    	ADUBOS TREVO S/A - GRUPO TREVO	 002	 002	Não	Excluído	BRILMDDBP036	SEP/GER/DCA - 82/023	10/09/1982			01/08/1981	01/07/1990	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV31    	ADUBOS TREVO S/A - GRUPO TREVO	 003	 001	Não	Excluído	BRILMDDBO039	SEP/GER/DCA - 81/017	10/09/1981			01/08/1981	01/08/1987	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV32    	ADUBOS TREVO S/A - GRUPO TREVO	 003	 002	Não	Excluído	BRILMDDBP044	SEP/GER/DCA - 82/023	10/09/1982			01/08/1981	01/07/1990	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV41    	ADUBOS TREVO S/A - GRUPO TREVO	 004	 001	Não	Excluído	BRILMDDBO047	SEP/GER/DCA - 81/017	10/09/1981			01/08/1981	01/08/1987	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV42    	ADUBOS TREVO S/A - GRUPO TREVO	 004	 002	Não	Excluído	BRILMDDBP051	SEP/GER/DCA - 82/023	10/09/1982			01/08/1981	01/07/1990	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV51    	ADUBOS TREVO S/A - GRUPO TREVO	 005	 001	Não	Excluído	BRILMDDBP010	SEP/GER/DCA - 81/017	10/09/1981			01/08/1981	01/08/1987	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
ADTV52    	ADUBOS TREVO S/A - GRUPO TREVO	 005	 002	Não	Excluído	BRILMDDBP069	SEP/GER/DCA - 82/023	10/09/1982			01/08/1981	01/07/1990	12/06/1998 - CANCELAMENTO	12/06/1998	04/11/1997		 -	AGE	31/07/1981	   		Nominativa	Flutuante	Conversível	5000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	110827	R$	0		IGP-M	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	000	 - 	 -	 - 	0							0							0	0000	000									ITAU UNIBANCO S.A.	JOSE SCHMITT SILVEIRA		NAO HA COORDENADOR LIDER	92660604000182	N	n	
AEGA11    	AEGEA SANEAMENTO E PARTICIPACOES S/A	 UNI	 001	 -	Excluído	BRAEGPDBS004	DISPENSA ICVM 476/09	13/11/2012			30/10/2012	25/10/2013	28/10/2013 - VENCIMENTO	25/10/2013	30/10/2012		 -	AGE	15/10/2012			Escritural	Real	Simples	300			000000000000	000000000000	000000000300	000000000000		000000000000		000000000000	R$	500000	R$	500000	25/10/2013	DI	Integrante de Juros	Padrão - SND		DU		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	3	252	0006	MES	28/04/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BRADESCO KIRTON CTVM S/A	08827501000158	N	n	S
AEGA12    	AEGEA SANEAMENTO E PARTICIPACOES S/A	 UNI	 002	 -	Excluído	BRAEGPDBS012	DISPENSA ICVM 476/09	25/10/2013			25/10/2013	25/04/2015	28/04/2015 - VENCIMENTO	25/04/2015	25/10/2013	28/10/2013	 -	AGE	23/10/2013			Escritural	Real	Simples	150000			000000000000	000000000000	000000150000			000000000000		000000000000	R$	1000	R$	1000	24/04/2015	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	2,3	252	0006	MES	25/04/2014	Útil	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BRADESCO KIRTON CTVM S/A	08827501000158	N	n	S
AEGE11    	GRUA INVESTIMENTOS S/A	 UNI	 001	 -	Excluído	BRAEGEDBS008	DISPENSA ICVM 476/09	27/09/2013			24/09/2013	24/09/2019	19/05/2015 - RESGATE TOTAL ANTECIPADO	24/09/2019	24/09/2013	01/10/2013	 -	AGE	23/09/2013			Escritural	Real	Simples	140			000000000000	000000000000	000000000140			000000000000		000000000000	R$	1000000	R$	947500	18/05/2015	DI		Padrão - SND		-		100	0	 - 	 -		5.25	0003	MES	24/03/2015	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,3	252	0003	MES	24/12/2013	Útil	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BCO VOTORANTIM S/A	15385166000140	N	n	S
